Numéro,titre,type,Date,statut,VISA
3668,2013-340,Assujettissement à l'impôt sur le revenu des indemnités de licenciement ou de mise à la retraite,20 septembre 2013,Conformité - réserve,Vu la loi n° 2000-1353 du 30 décembre 2000 de finances rectificative pour 2000
3669,2013-342,Effets de l'ordonnance d'expropriation sur les droits réels ou personnels existant sur les immeubles expropriés,20 septembre 2013,Conformité,Vu la Constitution
3670,2013-342,Effets de l'ordonnance d'expropriation sur les droits réels ou personnels existant sur les immeubles expropriés,20 septembre 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3671,2013-342,Effets de l'ordonnance d'expropriation sur les droits réels ou personnels existant sur les immeubles expropriés,20 septembre 2013,Conformité,Vu le code de l'expropriation pour cause d'utilité publique
3672,2013-338/339,Prise de possession d'un bien exproprié selon la procédure d'urgence,13 septembre 2013,Conformité,- la SCI du Bois de la Justice relative à la conformité aux droits et libertés que la Constitution garantit des articles L. 15-4 et L. 15-5 du même code.
3674,2013-338/339,Prise de possession d'un bien exproprié selon la procédure d'urgence,13 septembre 2013,Conformité,Vu la Constitution
3675,2013-338/339,Prise de possession d'un bien exproprié selon la procédure d'urgence,13 septembre 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3676,2013-338/339,Prise de possession d'un bien exproprié selon la procédure d'urgence,13 septembre 2013,Conformité,Vu le code de l'expropriation pour cause d'utilité publique
3677,2013-337,Présomption irréfragable de gratuité de certaines aliénations,01 août 2013,Conformité,Vu la Constitution
3678,2013-337,Présomption irréfragable de gratuité de certaines aliénations,01 août 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3679,2013-337,Présomption irréfragable de gratuité de certaines aliénations,01 août 2013,Conformité,Vu le code civil
3680,2013-337,Présomption irréfragable de gratuité de certaines aliénations,01 août 2013,Conformité,Vu la loi n° 2006-728 du 23 juin 2006 portant réforme des successions et des libéralités
3681,2013-336,Participation des salariés aux résultats de l'entreprise dans les entreprises publiques,01 août 2013,Non conformité totale,Vu la Constitution
3682,2013-336,Participation des salariés aux résultats de l'entreprise dans les entreprises publiques,01 août 2013,Non conformité totale,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3683,2013-336,Participation des salariés aux résultats de l'entreprise dans les entreprises publiques,01 août 2013,Non conformité totale,Vu l'ordonnance n° 86-1134 du 21 octobre 1986 relative à l'intéressement et à la participation des salariés aux résultats de l'entreprise et à l'actionnariat des salariés
3684,2013-336,Participation des salariés aux résultats de l'entreprise dans les entreprises publiques,01 août 2013,Non conformité totale,Vu la loi n° 90-1002 du 7 novembre 1990 modifiant l'ordonnance no 86-1134 du 21 octobre 1986 relative à l'intéressement et à la participation des salariés aux résultats de l'entreprise et à l'actionnariat des salariés
3685,2013-336,Participation des salariés aux résultats de l'entreprise dans les entreprises publiques,01 août 2013,Non conformité totale,Vu la loi n° 94-640 du 25 juillet 1994 relative à l'amélioration de la participation des salariés dans l'entreprise
3686,2013-336,Participation des salariés aux résultats de l'entreprise dans les entreprises publiques,01 août 2013,Non conformité totale,Vu la loi n° 2004-1484 du 30 décembre 2004 de finances pour 2005
3687,2013-336,Participation des salariés aux résultats de l'entreprise dans les entreprises publiques,01 août 2013,Non conformité totale,Vu le code du travail
3689,2013-334/335,Loi relative à l'octroi de mer,26 juillet 2013,Non lieu à statuer,Vu la Constitution
3690,2013-334/335,Loi relative à l'octroi de mer,26 juillet 2013,Non lieu à statuer,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3691,2013-334/335,Loi relative à l'octroi de mer,26 juillet 2013,Non lieu à statuer,Vu la loi n° 2004-639 du 2 juillet 2004 relative à l'octroi de mer
3692,2013-333,Représentation des salariés au conseil d'administration,26 juillet 2013,Conformité,Vu la Constitution
3693,2013-333,Représentation des salariés au conseil d'administration,26 juillet 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3694,2013-333,Représentation des salariés au conseil d'administration,26 juillet 2013,Conformité,Vu le code de commerce
3695,2013-333,Représentation des salariés au conseil d'administration,26 juillet 2013,Conformité,Vu la loi n° 2001-420 du 15 mai 2001 relative aux nouvelles régulations économiques
3700,2013-331,Pouvoir de sanction de l'Autorité de régulation des communications électroniques et des postes,05 juillet 2013,Non conformité totale,Vu la Constitution
3701,2013-331,Pouvoir de sanction de l'Autorité de régulation des communications électroniques et des postes,05 juillet 2013,Non conformité totale,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3702,2013-331,Pouvoir de sanction de l'Autorité de régulation des communications électroniques et des postes,05 juillet 2013,Non conformité totale,Vu le code des postes et des communications électroniques
3704,2013-331,Pouvoir de sanction de l'Autorité de régulation des communications électroniques et des postes,05 juillet 2013,Non conformité totale,Vu l'ordonnance n° 2001-670 du 25 juillet 2001 portant adaptation au droit communautaire du code de la propriété intellectuelle et du code des postes et télécommunications
3705,2013-331,Pouvoir de sanction de l'Autorité de régulation des communications électroniques et des postes,05 juillet 2013,Non conformité totale,Vu la loi n° 2004-669 du 9 juillet 2004 relative aux communications électroniques et aux services de communication audiovisuelle
3706,2013-331,Pouvoir de sanction de l'Autorité de régulation des communications électroniques et des postes,05 juillet 2013,Non conformité totale,Vu la loi n° 2005-516 du 20 mai 2005 relative à la régulation des activités postales
3707,2013-331,Pouvoir de sanction de l'Autorité de régulation des communications électroniques et des postes,05 juillet 2013,Non conformité totale,Vu la loi n° 2007-1774 du 17 décembre 2007 portant diverses dispositions d'adaptation au droit communautaire dans les domaines économique et financier
3708,2013-331,Pouvoir de sanction de l'Autorité de régulation des communications électroniques et des postes,05 juillet 2013,Non conformité totale,Vu la loi n° 2008-776 du 4 août 2008 de modernisation de l'économie
3709,2013-331,Pouvoir de sanction de l'Autorité de régulation des communications électroniques et des postes,05 juillet 2013,Non conformité totale,Vu la loi n° 2009-1572 du 17 décembre 2009 relative à la lutte contre la fracture numérique
3710,2013-331,Pouvoir de sanction de l'Autorité de régulation des communications électroniques et des postes,05 juillet 2013,Non conformité totale,Vu l'ordonnance n° 2011-1012 du 24 août 2011 relative aux communications électroniques
3711,2013-331,Pouvoir de sanction de l'Autorité de régulation des communications électroniques et des postes,05 juillet 2013,Non conformité totale,Vu la loi n° 2012-1270 du 20 novembre 2012 relative à la régulation économique outre-mer et portant diverses dispositions relatives aux outre-mer
3712,2013-331,Pouvoir de sanction de l'Autorité de régulation des communications électroniques et des postes,05 juillet 2013,Non conformité totale,Vu la décision du Conseil constitutionnel n° 2012-280 QPC du 12 octobre 2012
3713,2013-326,Inéligibilités au mandat de conseiller municipal,05 juillet 2013,Conformité,Vu la Constitution
3714,2013-326,Inéligibilités au mandat de conseiller municipal,05 juillet 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3715,2013-326,Inéligibilités au mandat de conseiller municipal,05 juillet 2013,Conformité,Vu le code électoral
3716,2013-326,Inéligibilités au mandat de conseiller municipal,05 juillet 2013,Conformité,Vu la loi n° 2000-295 du 5 avril 2000 relative à la limitation du cumul des mandats électoraux et des fonctions électives et à leurs conditions d'exercice
3717,2013-330,Décharge de plein droit de l'obligation de paiement solidaire de certains impôts,28 juin 2013,Conformité,Vu la Constitution
3718,2013-330,Décharge de plein droit de l'obligation de paiement solidaire de certains impôts,28 juin 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3719,2013-330,Décharge de plein droit de l'obligation de paiement solidaire de certains impôts,28 juin 2013,Conformité,Vu le code général des impôts
3720,2013-330,Décharge de plein droit de l'obligation de paiement solidaire de certains impôts,28 juin 2013,Conformité,Vu le code civil
3721,2013-329,Publication et affichage d'une sanction administrative,28 juin 2013,Conformité,Vu la Constitution
3722,2013-329,Publication et affichage d'une sanction administrative,28 juin 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3723,2013-329,Publication et affichage d'une sanction administrative,28 juin 2013,Conformité,Vu le code des transports
3724,2013-328,Incrimination de la perception frauduleuse de prestations d'aide sociale,28 juin 2013,Non conformité totale,Vu la Constitution
3725,2013-328,Incrimination de la perception frauduleuse de prestations d'aide sociale,28 juin 2013,Non conformité totale,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3726,2013-328,Incrimination de la perception frauduleuse de prestations d'aide sociale,28 juin 2013,Non conformité totale,Vu le code de l'action sociale et des familles
3727,2013-328,Incrimination de la perception frauduleuse de prestations d'aide sociale,28 juin 2013,Non conformité totale,Vu le code pénal
3728,2013-328,Incrimination de la perception frauduleuse de prestations d'aide sociale,28 juin 2013,Non conformité totale,Vu le code de la construction et de l'habitation
3729,2013-328,Incrimination de la perception frauduleuse de prestations d'aide sociale,28 juin 2013,Non conformité totale,Vu le code de la sécurité sociale
3730,2013-327,Taxe additionnelle à la cotisation sur la valeur ajoutée des entreprises,21 juin 2013,Conformité - réserve,Vu la Constitution
3731,2013-327,Taxe additionnelle à la cotisation sur la valeur ajoutée des entreprises,21 juin 2013,Conformité - réserve,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3732,2013-327,Taxe additionnelle à la cotisation sur la valeur ajoutée des entreprises,21 juin 2013,Conformité - réserve,Vu le code général des impôts
3733,2013-327,Taxe additionnelle à la cotisation sur la valeur ajoutée des entreprises,21 juin 2013,Conformité - réserve,Vu la décision du Conseil constitutionnel n° 2012-298 QPC du 28 mars 2013
3734,2013-327,Taxe additionnelle à la cotisation sur la valeur ajoutée des entreprises,21 juin 2013,Conformité - réserve,Vu la loi n° 2012-958 du 16 août 2012 de finances rectificative pour 2012
3735,2013-325,Droit de délaissement d'un terrain inscrit en emplacement réservé,21 juin 2013,Conformité,Vu la Constitution
3736,2013-325,Droit de délaissement d'un terrain inscrit en emplacement réservé,21 juin 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3737,2013-325,Droit de délaissement d'un terrain inscrit en emplacement réservé,21 juin 2013,Conformité,Vu le code de l'urbanisme
3738,2013-325,Droit de délaissement d'un terrain inscrit en emplacement réservé,21 juin 2013,Conformité,Vu le code de l'expropriation pour cause d'utilité publique
3739,2013-325,Droit de délaissement d'un terrain inscrit en emplacement réservé,21 juin 2013,Conformité,Vu la loi n° 76-1285 du 31 décembre 1976 portant réforme de l'urbanisme
3740,2013-324,Droits du conjoint survivant pour l'attribution de la pension militaire d'invalidité,21 juin 2013,Conformité,Vu la Constitution
3741,2013-324,Droits du conjoint survivant pour l'attribution de la pension militaire d'invalidité,21 juin 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3742,2013-324,Droits du conjoint survivant pour l'attribution de la pension militaire d'invalidité,21 juin 2013,Conformité,Vu le code des pensions militaires d'invalidité et des victimes de la guerre
3743,2013-324,Droits du conjoint survivant pour l'attribution de la pension militaire d'invalidité,21 juin 2013,Conformité,Vu le code des pensions civiles et militaires de retraite
3744,2013-324,Droits du conjoint survivant pour l'attribution de la pension militaire d'invalidité,21 juin 2013,Conformité,Vu le code de la sécurité sociale
3745,2013-314,Absence de recours en cas d'extension des effets du mandat d'arrêt européen,14 juin 2013,Non conformité totale,Vu la Constitution
3746,2013-314,Absence de recours en cas d'extension des effets du mandat d'arrêt européen,14 juin 2013,Non conformité totale,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3747,2013-314,Absence de recours en cas d'extension des effets du mandat d'arrêt européen,14 juin 2013,Non conformité totale,Vu le traité sur l'Union européenne
3748,2013-314,Absence de recours en cas d'extension des effets du mandat d'arrêt européen,14 juin 2013,Non conformité totale,Vu le traité sur le fonctionnement de l'Union européenne et notamment son protocole n° 3 sur le statut de la Cour de justice de l'Union européenne
3749,2013-314,Absence de recours en cas d'extension des effets du mandat d'arrêt européen,14 juin 2013,Non conformité totale,Vu le code de procédure pénale
3752,2013-314,Absence de recours en cas d'extension des effets du mandat d'arrêt européen,14 juin 2013,Non conformité totale,Vu la décision-cadre n° 2002/584/JAI du Conseil du 13 juin 2002 relative au mandat d'arrêt européen et aux procédures de remise entre États membres
3753,2013-323,Répartition de la DCRTP et du FNGIR des communes et établissements publics de coopération intercommunale à fiscalité propre lors de la modification du périmètre des établissem,14 juin 2013,Non conformité totale - effet différé,Vu la Constitution
3754,2013-323,Répartition de la DCRTP et du FNGIR des communes et établissements publics de coopération intercommunale à fiscalité propre lors de la modification du périmètre des établissem,14 juin 2013,Non conformité totale - effet différé,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3755,2013-323,Répartition de la DCRTP et du FNGIR des communes et établissements publics de coopération intercommunale à fiscalité propre lors de la modification du périmètre des établissem,14 juin 2013,Non conformité totale - effet différé,Vu la loi n° 2009-1673 du 30 décembre 2009 de finances pour 2010
3756,2013-323,Répartition de la DCRTP et du FNGIR des communes et établissements publics de coopération intercommunale à fiscalité propre lors de la modification du périmètre des établissem,14 juin 2013,Non conformité totale - effet différé,Vu la loi n° 2010-1657 du 29 décembre 2010 de finances pour 2011
3757,2013-323,Répartition de la DCRTP et du FNGIR des communes et établissements publics de coopération intercommunale à fiscalité propre lors de la modification du périmètre des établissem,14 juin 2013,Non conformité totale - effet différé,Vu la loi n° 2011-900 du 29 juillet 2011 de finances rectificative pour 2011
3758,2013-323,Répartition de la DCRTP et du FNGIR des communes et établissements publics de coopération intercommunale à fiscalité propre lors de la modification du périmètre des établissem,14 juin 2013,Non conformité totale - effet différé,Vu la loi n° 2011-1978 du 28 décembre 2011 de finances rectificative pour 2011
3759,2013-323,Répartition de la DCRTP et du FNGIR des communes et établissements publics de coopération intercommunale à fiscalité propre lors de la modification du périmètre des établissem,14 juin 2013,Non conformité totale - effet différé,Vu le code général des impôts
3760,2013-322,Statut des maîtres des établissements d'enseignement privés,14 juin 2013,Conformité,Vu la Constitution
3761,2013-322,Statut des maîtres des établissements d'enseignement privés,14 juin 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3762,2013-322,Statut des maîtres des établissements d'enseignement privés,14 juin 2013,Conformité,Vu la loi n° 2005-5 du 5 janvier 2005 relative à la situation des maîtres des établissements d'enseignement privés sous contrat
3763,2013-322,Statut des maîtres des établissements d'enseignement privés,14 juin 2013,Conformité,Vu le code de l'éducation
3764,2013-322,Statut des maîtres des établissements d'enseignement privés,14 juin 2013,Conformité,Vu le code du travail
3765,2013-320/321,Absence de contrat de travail pour les relations de travail des personnes incarcérées,14 juin 2013,Conformité,Vu la Constitution
3766,2013-320/321,Absence de contrat de travail pour les relations de travail des personnes incarcérées,14 juin 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3767,2013-320/321,Absence de contrat de travail pour les relations de travail des personnes incarcérées,14 juin 2013,Conformité,Vu le code de procédure pénale
3768,2013-320/321,Absence de contrat de travail pour les relations de travail des personnes incarcérées,14 juin 2013,Conformité,Vu la loi n° 2009-1436 du 24 novembre 2009 pénitentiaire
3774,2013-318,Activité de transport public de personnes à motocyclette ou tricycle à moteur,07 juin 2013,Non conformité partielle,Vu la Constitution
3775,2013-318,Activité de transport public de personnes à motocyclette ou tricycle à moteur,07 juin 2013,Non conformité partielle,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3776,2013-318,Activité de transport public de personnes à motocyclette ou tricycle à moteur,07 juin 2013,Non conformité partielle,Vu le code des transports
3777,2013-318,Activité de transport public de personnes à motocyclette ou tricycle à moteur,07 juin 2013,Non conformité partielle,Vu le code du tourisme
3778,2013-318,Activité de transport public de personnes à motocyclette ou tricycle à moteur,07 juin 2013,Non conformité partielle,Vu l'ordonnance n° 2010-1307 du 28 octobre 2010 relative à la partie législative du code des transports
3780,2013-317,Quantité minimale de matériaux en bois dans certaines constructions nouvelles,24 mai 2013,Non conformité totale,Vu la Constitution
3781,2013-317,Quantité minimale de matériaux en bois dans certaines constructions nouvelles,24 mai 2013,Non conformité totale,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3782,2013-317,Quantité minimale de matériaux en bois dans certaines constructions nouvelles,24 mai 2013,Non conformité totale,Vu le code de l'environnement
3783,2013-316,Limite du domaine public maritime naturel,24 mai 2013,Conformité - réserve,Vu la Constitution
3784,2013-316,Limite du domaine public maritime naturel,24 mai 2013,Conformité - réserve,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3785,2013-316,Limite du domaine public maritime naturel,24 mai 2013,Conformité - réserve,Vu le code général de la propriété des personnes publiques
3787,2013-313,Composition du conseil de surveillance des grands ports maritimes outre-mer,22 mai 2013,Conformité,Vu la Constitution
3788,2013-313,Composition du conseil de surveillance des grands ports maritimes outre-mer,22 mai 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3789,2013-313,Composition du conseil de surveillance des grands ports maritimes outre-mer,22 mai 2013,Conformité,Vu le code des transports
3790,2013-313,Composition du conseil de surveillance des grands ports maritimes outre-mer,22 mai 2013,Conformité,Vu la loi n° 2012-260 du 22 février 2012 portant réforme des ports d'outre-mer relevant de l'État et diverses dispositions d'adaptation de la législation au droit de l'Union européenne dans le domaine des transports
3796,2013-311,Formalités de l'acte introductif d'instance en matière de presse,17 mai 2013,Conformité,Vu la Constitution
3797,2013-311,Formalités de l'acte introductif d'instance en matière de presse,17 mai 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3798,2013-311,Formalités de l'acte introductif d'instance en matière de presse,17 mai 2013,Conformité,Vu la loi du 29 juillet 1881 sur la liberté de la presse
3800,2013-310,Conseil de discipline des avocats en Polynésie française,16 mai 2013,Conformité - réserve,Vu la Constitution
3801,2013-310,Conseil de discipline des avocats en Polynésie française,16 mai 2013,Conformité - réserve,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3802,2013-310,Conseil de discipline des avocats en Polynésie française,16 mai 2013,Conformité - réserve,Vu la loi organique n° 2004-192 du 27 février 2004 portant statut d'autonomie de la Polynésie française
3803,2013-310,Conseil de discipline des avocats en Polynésie française,16 mai 2013,Conformité - réserve,Vu la loi n° 71-1130 du 31 décembre 1971 portant réforme de certaines professions judiciaires et juridiques
3806,2013-310,Conseil de discipline des avocats en Polynésie française,16 mai 2013,Conformité - réserve,Vu le 26 ° du paragraphe I de l'article 20 de la loi n° 2007-224 du 21 février 2007 portant dispositions statutaires et institutionnelles relatives à l'outre-mer
3807,2013-315,Fusion d'EPCI en un EPCI à fiscalité propre,26 avril 2013,Conformité,Vu la Constitution
3808,2013-315,Fusion d'EPCI en un EPCI à fiscalité propre,26 avril 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3809,2013-315,Fusion d'EPCI en un EPCI à fiscalité propre,26 avril 2013,Conformité,Vu le code général des collectivités territoriales
3810,2013-315,Fusion d'EPCI en un EPCI à fiscalité propre,26 avril 2013,Conformité,Vu la loi n° 2010-1563 du 16 décembre 2010 de réforme des collectivités territoriales
3811,2013-315,Fusion d'EPCI en un EPCI à fiscalité propre,26 avril 2013,Conformité,Vu la loi n° 2012-281 du 29 février 2012 visant à assouplir les règles relatives à la refonte de la carte intercommunale
3812,2013-309,Exercice par le préfet du droit de préemption des communes ayant méconnu leurs engagements de réalisation de logements sociaux,26 avril 2013,Conformité,Vu la Constitution
3813,2013-309,Exercice par le préfet du droit de préemption des communes ayant méconnu leurs engagements de réalisation de logements sociaux,26 avril 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3814,2013-309,Exercice par le préfet du droit de préemption des communes ayant méconnu leurs engagements de réalisation de logements sociaux,26 avril 2013,Conformité,Vu le code de la construction et de l'habitation
3815,2013-309,Exercice par le préfet du droit de préemption des communes ayant méconnu leurs engagements de réalisation de logements sociaux,26 avril 2013,Conformité,Vu le code de l'urbanisme
3817,2013-308,Nouvelle-Calédonie,26 avril 2013,Conformité,Vu la Constitution
3818,2013-308,Nouvelle-Calédonie,26 avril 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3819,2013-308,Nouvelle-Calédonie,26 avril 2013,Conformité,Vu la loi organique n° 2009-1523 du 10 décembre 2009 relative à l'application de l'article 61-1 de la Constitution
3820,2013-308,Nouvelle-Calédonie,26 avril 2013,Conformité,Vu la loi organique n° 99-209 du 19 mars 1999 relative à la Nouvelle-Calédonie
3821,2013-308,Nouvelle-Calédonie,26 avril 2013,Conformité,Vu le code minier de la Nouvelle-Calédonie
3822,2013-304,Retrait d'une commune membre d'un EPCI,26 avril 2013,Conformité,Vu la Constitution
3823,2013-304,Retrait d'une commune membre d'un EPCI,26 avril 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3824,2013-304,Retrait d'une commune membre d'un EPCI,26 avril 2013,Conformité,Vu le code général des collectivités territoriales
3825,2013-303,Intégration d'une commune dans un EPCI à fiscalité propre,26 avril 2013,Conformité,Vu la Constitution
3826,2013-303,Intégration d'une commune dans un EPCI à fiscalité propre,26 avril 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3827,2013-303,Intégration d'une commune dans un EPCI à fiscalité propre,26 avril 2013,Conformité,Vu le code général des collectivités territoriales
3828,2013-303,Intégration d'une commune dans un EPCI à fiscalité propre,26 avril 2013,Conformité,Vu la loi n° 2010-1563 du 16 décembre 2010 de réforme des collectivités territoriales
3829,2013-303,Intégration d'une commune dans un EPCI à fiscalité propre,26 avril 2013,Conformité,Vu la loi n° 2012-281 du 29 février 2012 visant à assouplir les règles relatives à la refonte de la carte intercommunale
3830,2013-305/306/307,Taxe locale sur la publicité extérieure,19 avril 2013,Conformité,Vu la Constitution
3831,2013-305/306/307,Taxe locale sur la publicité extérieure,19 avril 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3832,2013-305/306/307,Taxe locale sur la publicité extérieure,19 avril 2013,Conformité,Vu le code général des collectivités territoriales
3833,2013-305/306/307,Taxe locale sur la publicité extérieure,19 avril 2013,Conformité,Vu la loi n° 2008-776 du 4 août 2008 de modernisation de l'économie
3839,2013-301,Cotisations et contributions sociales des travailleurs non salariés non agricoles outre-mer,05 avril 2013,Conformité,Vu la Constitution
3840,2013-301,Cotisations et contributions sociales des travailleurs non salariés non agricoles outre-mer,05 avril 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3841,2013-301,Cotisations et contributions sociales des travailleurs non salariés non agricoles outre-mer,05 avril 2013,Conformité,Vu le code de la sécurité sociale
3842,2013-301,Cotisations et contributions sociales des travailleurs non salariés non agricoles outre-mer,05 avril 2013,Conformité,Vu la loi n° 2000-1207 du 13 décembre 2000 d'orientation pour l'outre-mer
3843,2013-301,Cotisations et contributions sociales des travailleurs non salariés non agricoles outre-mer,05 avril 2013,Conformité,Vu l'arrêt de la Cour de cassation (deuxième chambre civile) n° 06-18611 du 22 novembre 2007
3851,2013-314P,Absence de recours en cas d'extension des effets du mandat d'arrêt européen,04 avril 2013,Décision avant dire droit,Vu la Constitution
3852,2013-314P,Absence de recours en cas d'extension des effets du mandat d'arrêt européen,04 avril 2013,Décision avant dire droit,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3853,2013-314P,Absence de recours en cas d'extension des effets du mandat d'arrêt européen,04 avril 2013,Décision avant dire droit,Vu le traité sur l'Union européenne
3854,2013-314P,Absence de recours en cas d'extension des effets du mandat d'arrêt européen,04 avril 2013,Décision avant dire droit,Vu le traité sur le fonctionnement de l'Union européenne et notamment son protocole n° 3 sur le statut de la Cour de justice de l'Union européenne
3855,2013-314P,Absence de recours en cas d'extension des effets du mandat d'arrêt européen,04 avril 2013,Décision avant dire droit,Vu le code de procédure pénale
3858,2013-314P,Absence de recours en cas d'extension des effets du mandat d'arrêt européen,04 avril 2013,Décision avant dire droit,Vu la décision-cadre n° 2002/584/JAI du Conseil du 13 juin 2002 relative au mandat d'arrêt européen et aux procédures de remise entre États membres
3859,2013-299,Procédure de licenciement pour motif économique et entreprises en redressement ou en liquidation judiciaires,28 mars 2013,Conformité,Vu la Constitution
3860,2013-299,Procédure de licenciement pour motif économique et entreprises en redressement ou en liquidation judiciaires,28 mars 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3861,2013-299,Procédure de licenciement pour motif économique et entreprises en redressement ou en liquidation judiciaires,28 mars 2013,Conformité,Vu le code du travail
3862,2013-299,Procédure de licenciement pour motif économique et entreprises en redressement ou en liquidation judiciaires,28 mars 2013,Conformité,Vu le code de commerce
3863,2012-298,Taxe additionnelle à la contribution sur la valeur ajoutée des entreprises,28 mars 2013,Non conformité totale,Vu la Constitution
3864,2012-298,Taxe additionnelle à la contribution sur la valeur ajoutée des entreprises,28 mars 2013,Non conformité totale,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3865,2012-298,Taxe additionnelle à la contribution sur la valeur ajoutée des entreprises,28 mars 2013,Non conformité totale,Vu le code général des impôts
3867,2012-298,Taxe additionnelle à la contribution sur la valeur ajoutée des entreprises,28 mars 2013,Non conformité totale,Vu la loi n° 2010-1657 du 29 décembre 2010 de finances pour 2011
3868,2012-298,Taxe additionnelle à la contribution sur la valeur ajoutée des entreprises,28 mars 2013,Non conformité totale,Vu la loi n° 2010-1658 du 29 décembre 2010 de finances rectificative pour 2010
3869,2012-298,Taxe additionnelle à la contribution sur la valeur ajoutée des entreprises,28 mars 2013,Non conformité totale,Vu la loi n° 2011-1978 du 28 décembre 2011 de finances rectificative pour 2011
3870,2012-298,Taxe additionnelle à la contribution sur la valeur ajoutée des entreprises,28 mars 2013,Non conformité totale,Vu la loi n° 2012-958 du 16 août 2012 de finances rectificative pour 2012
3878,2012-292,Droit de rétrocession en cas d'expropriation pour cause d'utilité publique,15 février 2013,Conformité,Vu la Constitution
3879,2012-292,Droit de rétrocession en cas d'expropriation pour cause d'utilité publique,15 février 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3880,2012-292,Droit de rétrocession en cas d'expropriation pour cause d'utilité publique,15 février 2013,Conformité,Vu le code de l'expropriation pour cause d'utilité publique
3881,2012-293/294/295/296,Validation législative et rémunération pour copie privée III,08 février 2013,Non lieu à statuer,Vu la Constitution
